label,content
1,em rất hài lòng về phong thái của cô .
4,tôi rất thích .
2,"do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy ."
3,"nhà trường nên trang bị thêm máy chiếu ở phòng thực hành wzjwz135 , và nên cập nhập lên visual 2008 hay 2010 gì đó , vì em thấy một số máy chạy visual 2005 bị lỗi ."
3,micro hư thường xuyên .
2,có nhiều hoạt động cho phần speaking .
3,tăng cường thêm thiết bị để môn học được hiệu quả .
3,các thiết bị âm thanh cần được đảm bảo hơn .
3,phòng máy giật và hay bị đứng mặc dù cấu hình cao .
3,"đầu tư các thiết bị cho sinh viên mượn , như điện thoại android , windows phone ."
3,phòng thực hành quá chật và thiết bị cũng hạn chế về số lượng chưa đáp ứng được nhu cầu học tập .
2,bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên .
4,nhưng mà nhìn dáng thầy đi em thấy thương thương thầy .
2,bám sát nội dung chính .
2,"có thể cho nhiều bài tập , và có giờ sửa chữa bài tập trên lớp riêng ."
2,thời gian bài tập tương đối tốt .
2,nội dung slide doubledot em thấy slide này làm tài liệu đọc ôn lại ( khi đã hiểu rồi ) thì phù hợp hơn tài liệu giảng .
1,"giảng viên tổ chức các hoạt động nhóm , các buối presentation tạo điều kiện cho sinh viên thực hành , trao đổi kiến thức ."
1,"thầy bận nhiều nên cũng nghỉ nhiều , hi vọng thầy có thể sắp xếp thời gian ."
1,"thầy dạy nhiệt tình nhưng không đảm bảo giờ lên lớp , thường xuyên có giảng viên dạy thế ."
1,"thầy hơi khó , nhiều điều dạy chưa hiểu lắm ."
1,truyền đạt rất nhiều kiến thức thực tế bổ ích .
3,"phòng lab chán lắm , hư hỏng hết cả ."
4,ước tính khoảng 5 - 6 buổi như vậy .
3,"máy chiếu quá mờ , phòng học nóng ."
3,cần có nhiều thiết bị trực quan hơn .
2,thêm tiết sửa bài tập nhiều hơn .
1,"thầy rất nhiệt tình , tận tình trả lời các câu hỏi từ sinh viên ."
2,nên tăng thời lượng học các kỹ năng này .
3,cải thiện và nâng cao cơ sở vật chất .
4,"rồi một nhóm thì phải chấm điểm báo cáo cuối kỳ cho 3 nhóm khác , làm phiếu chấm điểm , soạn câu hỏi mà có yêu cầu ra đáp án đồ án của nhóm code chưa tới đâu thì sao mà ngồi đọc source của nhóm khác để code tiếp cho họ ."
1,"thầy không nên cho code trước mà nên để sinh viên tự làm , như vậy sinh viên sẽ nhớ lâu hơn ."
1,thầy dạy nhiệt tình và cung cấp cho học sinh nhiều kiến thức mới .
4,sáo rỗng .
2,chắc gì những gì sinh viên nói đã đúng .
4,em cám ơn !
3,cần sửa chữa trang thiết bị giảng dạy .
3,"phòng học quá nóng , thiếu quạt ."
4,cô rất có tâm với công việc giảng viên của mình .
2,"chương trình học không mang lại hiệu quả , chỉ mang tính chất đối phó , sinh viên không học hỏi và có thêm kinh nghiệm nhiều khi đi học thực hành ."
1,em rất hài lòng về hoạt động giảng dạy của thầy .
3,"nâng cao chất lượng âm thanh và các trang thiết bị cần thiết doubledot loa , micro ."
2,chương trình học quá nhiều và nhiều phần không cần thiết .
2,nội dung thực hành phù hợp với lý thuyết đã học !
2,phải tạo điều kiện cho sinh viên thực hành nhiều hơn .
4,chưa bao giờ học không biết .
2,"buổi nào cũng có thực hành, học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao !"
1,hy vọng học kỳ tới thầy có thể kết thúc buổi học đúng giờ .
3,"phòng máy xài chuột bi đã cũ , khó di chuyển , phần mềm lỗi thời ."
2,có bám sát chương trình dạy .
3,cần wifi mạnh ở dãy nhà cũ .
2,thông báo những buổi seminar và báo cáo phải chính xác để dễ dàng cho cả sinh viên lẫn giáo viên .
1,"thầy giảng viên ít viết chương trình trên lớp , thường copy code rồi demo cho sinh viên ."
1,em nghĩ là cần thêm bài tập trên lớp và giải ngay trên lớp .
4,tất cả đều phải sử dụng trên phần mềm mô phỏng proteus .
3,trang thiết bị cho thực hành tốt hơn .
2,trong khi đề thi cho phép sinh viên dùng mạng .
4,"cung cấp đầy đủ tài liệu và giáo trình môn học , nhiệt tình với sinh viên ."
1,mong thầy dạy đúng số tiết mà môn đó quy định .
2,khá giống lúc học phổ thông .
4,"cuối kỳ , không cần ôn tập vẫn có thể nhớ rất nhiều kiến thức ."
4,chất lượng kiến thức được giáo viên truyền đạt hay .
2,ủa mà học có một buổi à dot còn tài liệu tự coi .
2,"nội dung môn học quá rộng , nên điều chỉnh lại và tập trung vào những phần quan trọng ."
1,giảng dạy khó tiếp thu .
1,"khi lớp có các bạn vắng quá nhiều , thầy gọi lớp trưởng để nhác nhở các bạn trong lớp đi học ."
1,mong giáo viên có thể giải đáp nhiều bài tập cho sinh viên hơn trên lớp .
3,phòng học ồn do cạnh khu xây dựng .
3,phòng hội trường nóng nực .
2,có thể chia nhóm ra làm thực hành !
4,làm khó sinh viên .
4,thành vòng tuần hoàn đến khi thi .
2,cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu .
2,"thời gian thực hành và lý thuyết mâu thuẫn nhau , thực hành thì học sau lớp lý thuyết và lại kết thúc và thi trước lớp lý thuyết ."
1,"giảng viên nhiệt tình , thân thiện , vui tính ."
2,nên có đồ án nhỏ như một phần thế cho thi giữa kỳ hoặc điểm chiếm 20% để sinh viên cảm nhận được thực tế của môn học .
4,"cô nhiệt tình , dễ tính ."
1,"nhiệt tình với sinh viên , giảng dạy dễ hiểu , tận tình giúp đỡ sinh viên ."
1,"em học cảm thấy hơi khó hiểu , cô dạy hơi nhanh ."
4,có tính thực tiễn .
3,giảng đường quá nóng .
2,sử dụng phần mềm crack .
3,phòng máy vẫn còn nhiều thiếu sót .
2,cần có nhiều trò chơi nhằm kích thích tính hiếu thắng của sinh viên chất lượng học tốt hơn .
4,đề thi môn dài sinh viên làm không đủ thời gian .
2,"nội dung giảng dạy nửa đầu học kỳ khá mơ hồ như "" làm thế nào để thành công "" , "" thói quen người thành công "" hay là bàn về tương lai vdotv ."
3,phòng học thiếu loa .
3,phòng thực hành cần được chuyển qua một phòng lớn hơn .
4,"tinh thần , kiến thức ."
4,đúng như vậy luôn hi hi .
2,cần có đề cương môn học rõ ràng .
1,thầy giảng quá nhanh !
1,dễ hiểu đầy đủ .
3,phòng học cần phù hợp với số lượng sinh viên .
4,nếu cho được điểm 11 thì em cũng cho luôn .
1,"thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế ."
1,"dạy nhiệt tình , mở rộng kiến thức cho sinh viên , làm bài tập nhiều ."
2,"tháng học môn kiến trúc máy tính 4 ngày , nghỉ 3 ngày , bù trùng lịch 3 môn không học được rớt tốn tiền ."
1,quan tâm tận tình đến sinh viên .
3,thay đổi hệ thống âm thanh phòng học .
3,máy chiếu và dàn loa không đáp ứng được .
4,hình dung chưa ?
3,"cơ sở vật chất cần được cải thiện , tránh việc học ở các giảng đường ."
4,cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc !
1,thầy dạy rất vui rất kỹ .
3,phòng thực hành nên nâng cấp máy tính .
3,"nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học ."
3,visual studio của các máy trong phòng máy đã hết hạn .
4,phân biệt rõ ràng giữa đúng và sai .
2,các buổi thực hành học hơi chán vì tương tác giữa giảng viên với sinh viên quá ít .
4,ảnh hướng tới kết quả chung của em .
3,"phòng thực hành nhỏ không đủ máy cho sinh viên , máy có nhiều virus ."
1,tiếng anh của thầy không tốt .
3,table and chair is not fitted for class .
4,thay vào đó nên là báo cáo đồ án .
4,nhiều bạn vào được anh văn 1 và lên được anh văn 2 cho dù không biết gì về môn anh văn .
2,chất lượng dạy kém .
2,"mở các lớp tiếng anh tăng cường , để sinh viên được cải tiến chất lượng học tập tốt hơn , không tính điểm vào học phần , học phí có thể không free ."
2,để sinh viên tự nghiên cứu quá nhiều .
3,cần phòng học và thiết bị tốt hơn .
3,thường xuyên bảo trì nâng cấp các chương trình máy tính .
4,chưa tìm ra .
3,chất lượng mạng trong phòng máy mạnh nhưng chấy lượng máy kém .
2,hoặc không phân nhóm nhưng vẫn nên cho đề tài để sinh viên tìm hiểu .
2,"cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể ."
3,"học trong phòng chất lượng cao hơn , phòng học hiện tại không có máy lạnh ."
3,"nâng cấp hệ thống phục vụ giảng dạy như loa , máy cassette ."
2,"thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành ."
2,lập trình web mà thi trên giấy .
2,cần cho thêm giáo trình .
3,phòng học khác phải có màn che .
4,nắm vững ngữ pháp và nâng cao được kỹ năng viết .
3,"hiện tại các thiết bị phòng lab để thực hành môn này đều đã hỏng , trong suốt quá trình thực hành chúng em không thể thực hành được trên thiết bị , mặc khác cũng chẳng nhận được sự hỗ trợ hướng dẫn nào của giảng viên thực hành ."
2,"nội dung chương trình học cần rõ ràng hơn , cần cập nhật chương trình học , nội dung bài giảng trên slide còn lủng củng ."
1,"nhưng số buổi gặp cô ít quá , mong phòng đào tạo sắp xếp số buổi được gặp nhiều hơn ."
2,nội dung bài học được lồng ghép vào nhưng trò chơi .
3,"cần thêm thiết bị để làm các bài tập thực hành về ảo hóa , quản trị ."
2,cần cung cấp nhiều thông tin bài học hơn .
1,thầy dạy rất nhiều thứ hay bên cạnh những kiến thức cơ bản !
2,"tài liệu nên cấp một lần trong đầu môn học , tránh trường hợp học rồi mới đưa tài liệu gây khó khăn cho sinh viên ."
4,do sinh viên đầu tư thời gian và công sức nhiều vào đồ án .
2,cho điểm rẻ .
1,"giảng viên nói tiếng anh khá khó nghe , nói nhỏ ."
1,ít nhiệt tình .
2,em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .
3,phòng máy không sử dụng được .
2,phần thuyết trình của từng nhóm rất vui và bổ ích .
2,"ra đề thi còn cẩu thả , không kiểm soát được các đáp án của câu hỏi ."
1,trong giờ học thầy cứ đi lên đi xuống và nói thao thao bất tuyệt .
4,"lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi ."
3,"máy tính của phòng thực hành không phục vụ được nội dung thực hành , giảng viên yêu cầu tự làm trên laptop rồi mang lên phòng thực hành chấm điểm , vậy phòng thực hành dùng để chấm điểm ?"
2,"chú trọng vào thực tế hơn lý thuyết , tăng sự thích thú cho học sinh ."
2,silde bằng tiếng việt .
3,"các thiết bị giảng dạy môn học có thể không đảm bảo chất lượng , nhiều thiết bị hoạt động không tốt như doubledot loa , máy chiếu ."
4,mong nhà trường sẽ khắc phục sớm .
1,"cô rất nghiêm , song rất nhiệt tình , rất công bằng , có thưởng có phạt , rất đồng tình với cách xét của cô , về bài giảng , rất sinh động , chèn các video thực tiễn , tư liệu đưa vào rất nhiều , rất cụ thể ."
3,cơ sở vật chất cần được cải thiện .
4,tập patin rất dễ .
1,"giáo viên rất nhiệt tình , tận tâm với sinh viên !"
4,"tuy nhiên , mọi chuyện như lời nói đã không xảy ra !"
4,giọng nói .
1,cô dạy rất hay và quan tâm học sinh .
3,"phòng thực hành cơ bản của trường còn quá kém , vậy tăng học phí đầu năm để làm gì ."
3,cần cải thiện máy chiếu .
2,"ngoài các cuộc thi về game thì trường nên tổ chức những cuộc thi viết phần mềm hay sáng tạo ý tưởng phần mềm theo một hướng nào đó để học sinh vừa có thể học tập vừa có thể thi đua nhiều hơn , tạo sự năng động trong sinh viên ."
4,em rất cảm ơn cô ạ !
1,giảng viên truyền đạt kiến thức dễ hiểu .
4,"sự thân thiện và không gây áp lực , không khí buổi học luôn thoải mái để tiếp thu bài ."
1,thầy vui tính truyền đạt dễ hiểu .
1,kiến thức truyền đạt của giảng viên .
3,"như đã nêu trên , phòng máy trang bị bản visual studio quá cũ khiến việc thực hành trở nên khó khăn , không phù hợp với thực tế chắc hẳn không ai ra trường đi làm ."
3,"phần thi nghe , nhà trường nên trang bị hệ thống loa cho tốt , chứ máy cassette mấy bạn ngồi ở cuối lớp không nghe được gì cả quá nhỏ ồn ."
2,"nên tiết chế lại các yêu cầu về đồ án môn học như việc chấm chéo , làm clip hướng dẫn vừa lồng tiếng lại còn chèn sub ."
1,"thầy hay dạy quá giờ , 3h15 kết thúc nhưng hơn 3h30 mới cho về ."
4,khó hiểu ạ .
2,có giới thiệu về những công cụ hay .
2,slide chưa đẹp lắm .
3,máy chiếu bị ảnh hưởng bởi ánh sáng nên xem slide không rõ .
3,sử dụng máy chiếu slide ví dụ cụ thể hơn .
2,em nghĩ nên có nhiều tài liệu học tập hơn .
3,"phòng học được trang bị tốt hơn , đảm bảo tốt cho công tác giảng dạy ."
2,sinh viên chưa thể hình dung và tiếp thu hết được tất cả nội dung .
1,thầy chưa tận tâm trong giảng dạy .
2,tạo tính chủ động cho sinh viên trong học tập .
1,"thưa , em thực sự rất hài lòng về mức độ bài giảng ."
1,"rất hay , rất nhiệt tình , đề nghị tăng lương cho cô ."
2,"đề cương cần được đổi mới , phân rõ phần trọng tâm môn học và phần đọc thêm mở rộng ."
1,"mỗi tháng chỉ gặp giảng viên một lần rất khó cho việc học hỏi , hướng dẫn từ giáo viên ."
3,"phòng máy quá yếu , không thực sự tốt vì máy tính còn yếu , cấu hình không được cao ."
2,bài tập còn hơi ít .
4,chưa thấy được sự cần thiết thực sự của môn học đối với ngành nghề cũng như cuộc sống sau này .
1,cung cấp các tài liệu ít .
3,phòng lab rất nhỏ và ít thiết bị nên chất lượng học tập môn học không đảm bảo .
2,cần bài tập nhiều hơn .
2,giáo trình môn học nên cập nhật thường xuyên .
3,cải thiện chất lượng phòng máy thực hành .
3,phòng học quá nóng .
1,"có nhiều câu chuyện thú vị bên cạnh việc giảng dạy , tương tác với lớp nhằm tạo điều kiện cho việc tiếp thu kiến thức dễ dàng ."
3,đề nghị nâng cấp phòng lab khoa mạng .
2,cần nên cho bài tập về nhà .
2,"tiến độ dạy còn chậm , những phần dễ cần đi nhanh hơn một chút giới thiệu lướt qua , những phần khó như sắp xếp quick soft trở lên , cây nên làm rõ hơn ."
1,giảng viên wzjwz229 không dạy mà chỉ có thầy wzjwz230 thôi nên không biết nhận xét .
3,máy chiếu chưa rõ nét cho toàn thẻ sinh viên trong phòng .
2,"môn học cần có nhiều bài tập hơn nữa , cần nhiều giáo trình hơn nữa ."
3,"không có , chỉ là phòng lab máy nên được nâng cấp ."
2,ví dụ doubledot lý thuyết chưa học mà đã cho thực hành .
2,em đã biết được cấu trúc dữ liệu là gì .
4,"chỉ một câu "" giấc mơ thành đại gia "" ."
2,"cần các công cụ , kiến thức sát với công nghệ mà các doanh nghiệp thực tế bên ngoài sử dụng ."
4,tôi rất hài lòng .
1,dạy dễ nghe dễ hiểu .
1,"giảng viên khá nhiệt tình và tận tâm , bài giảng dễ hiểu ."
3,"phòng lab được trang bị những máy tính cấu hình thấp không đảm bảo được nhu cầu thực hành của sinh viên khoa wzjwz46 , chất lượng mạng kém , có nhiều dây mạng không thể truy cập internet ."
3,"cần trang bị thêm trang thiết bị , cải tiến giáo trình ."
4,không có ý kiến khác .
3,phòng học cần lắp thêm quạt và màn che để theo dõi bài giảng của giáo viên tốt hơn .
3,cải thiện chất lượng phòng máy và kết nối mạng .
4,hy vọng trường xem xét ý kiến này của em !
1,"cô dạy vui vẻ , nhiệt tình ."
3,cần có các thiết bị thực hành đầy đủ .
3,sửa chữa những thiết bị máy tính hư trong phòng máy .
4,không co ý kiến .
4,mong ý kiến của em sẽ được xem xét .
2,mỗi buổi thực hành giảng viên chỉ đưa sinh viên một file bài tập rồi bắt sinh viên làm nhưng không có hướng dẫn và đưa ra yêu cầu cụ thể .
1,"thầy dạy rất hay , dễ hiểu , thân thiện với sinh viên ."
1,thường thì 8h kém 10 mới bắt đầu học .
2,bài đồ án cuối kỳ thì phổ biến không rõ ràng phải làm gì để có điểm cao .
4,sinh động .
4,i love thầy !
4,sáng tạo .
4,em xin lỗi nhưng đó là sự thật !
2,phần tài liệu .
4,em không hiểu bài nhiều .
3,"nâng cấp hệ thống máy vi tính trong phòng thực hành doubledot phòng thực hành altera không có kết nối internet , nên cần phải đảm bảo kết nối mạng để hiệu quả thực hành đạt hiệu quả cao hơn ."
2,chương trình học nên được phân bổ ra riêng thành 2 phần như chương trình cũ .
1,dạy đủ giờ !
3,phòng thực hành có nhiều máy không sử dụng được .
3,"đề nghị trường có biện pháp nâng cấp phòng học vì phòng quá dơ , quá bụi , máy chiếu thì có phòng rất tốt nhưng cũng có phòng quá tệ ."
1,tạo điều kiện cho sinh viên .
3,"phòng wzjwz35 nhà trường nên thay máy chiếu mới , vì nó đã quá cũ và thường xuyên gặp vấn đề ."
4,"mặc dù , có thể cái này sinh viên đang tự hiểu chỉ dùng cho các sắp xếp theo tính thự tự trong các hệ điều hành như về name , size ."
2,"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố ."
2,"nội dung thầy giảng mang tính cập nhật , có nhiều nội dung hay ."
4,nếu cảm thấy muốn học em sẽ tự lên lớp .
3,trang thiết bị cần được nâng cấp và cải thiện .
4,"chứ em nghĩ phần thư viện standford dùng để phân loại văn bản theo phương pháp naive bayes mà thầy wzjwz133 sử dụng và áp dụng được chắc cần thời gian để nghiên cứu , tìm hiểu mà không được công bố và cho sinh viên áp dụng thì uổng và tội cho thầy wzjwz133 quá !"
3,phòng học còn nóng .
4,like .
1,"giảng viên nhiệt tình , phương pháp giảng dạy hiệu quả ."
2,kiến thức học khá vừa sức với sinh viên .
4,điểm .
1,"nhiệt tình , kiến thức rộng , truyền cảm hứng ."
1,giảng viên dạy kỹ .
4,môn này là môn em đi học nhiều nhất .
1,"cảnh cáo sinh viên đi trễ nhưng giảng viên đi trễ , thường xuyên vắng dạy không có lý do không có thông báo , gây bức xúc , hao tốn thời gian , phí đi lại của sinh viên ."
4,"do học kỳ này em không thể đến lớp học môn này , nên em không thể đưa ra ý kiến gì thêm ."
4,hài hước .
1,giảng viên giảng dạy theo đúng thời gian môn học .
1,"thầy wzjwz105 giảng dạy rất tốt , truyền đạt hay , luôn đưa ra những vấn đề hay ."
2,cho bài tập cụ thể .
3,"sửa chữa hoặc thay mới máy chiếu và loa nguyên nhân doubledot máy chiếu , chiếu hình ảnh bị nhạt màu , loa hay có trục trặc ."
4,thân .
2,nên cho thực hành nhiều hơn lý thuyết .
4,bảo ví dụ về tự kiểm tra .
4,chúng em gửi lời cám ơn đến thầy wzjwz213 !
2,điểm làm đồ án nên trên 50% thì sẽ có tính thực tiễn hơn .
4,em đã kết thúc một học kỳ ở đó !
2,"nên tập trung cho sinh viên vào một phương pháp , một công cụ nào đó để làm bài tập , tránh tình trạng sinh viên không biết đường nào để làm ."
4,"đi từ dễ đến khó , có định hướng rõ ràng ."
3,"phòng học lý thuyết thì kém , nóng , bụi nhiều ."
3,"tiếng bị ồn , vang nên khá khó nghe ."
4,chưa có .
4,"cập nhật , cập nhật !"
3,phòng máy cần được nâng cấp nhiều máy không hoạt động được .
4,đây là điều gây bức xúc với sinh viên .
2,các bài tập wireshark đều là của năm 2007 hết .
1,"giáo viên cần chỉ dẫn kỹ hơn phần thực hành kể cả ở lớp và thực hành , nên nhắc nhở dám sát sinh viên , để trách cho sinh viên hay ngoại trong mặt này ."
3,việc kết nối mạng máy tính trong phòng thực hành cần được sửa chữa .
3,"sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn ."
2,"tiết học thiếu không khí vui tươi , nhiệt tình từ sinh viên ."
4,"không rõ "" thu được gì "" từ môn học này ."
2,"để cải tiến chất lượng môn học , em hi vọng nhà trường tăng thời lượng cho môn này , vì thực sự môn này còn nhiều vấn đề nhưng không đủ thời gian để dạy ."
3,"phòng thưc hành cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng ."
1,nhiệt tình và kỹ lưỡng .
4,đầy đủ chi tiết .
2,"thứ nhất , phần thực hành phần đồ án doubledot thường là phần cài đặt một chương trình trên máy dựa theo phần lý thuyết đã học được thường được công bố khá trễ , thường là vào khoảng một tháng cuối cùng của học kỳ , sau khi thi lý thuyết cuối kỳ xong ."
3,các dụng cụ thực hành không được cung cấp đầy đủ .
3,theo em thì nên thi phòng máy nào có visual 2013 trở lên .
4,tiếc là học kỳ 2 em không đăng ký được lớp lập trình hướng đối tượng của cô !
1,"giảng viên dạy nhiệt tình , giảng dễ hiểu ."
4,"rõ ràng , căn bản , thực tế ."
4,em rất hài lòng .
2,theo em thì không thể trách thầy wzjwz120 mà lỗi là do daa đưa lịch học thực hành quá chậm trễ .
4,khổ lắm .
3,"nâng cấp cơ sở vật chất đặc biệt là loa , micro và mạng wifi ."
1,mong được là học trò của thầy nhiều hơn ạ .
1,thầy cho bài tập về nhà hàng tuần .
1,"giảng dạy tận tình , giải đáp thắc mắc thường xuyên ."
4,hơi cứng nhắc trong vấn đề này .
1,"giáo viên thân thiện và tích cực , đảm bảo nội dung học tập ."
4,ảnh hưởng đến việc thực hành .
3,"em nghĩ là cơ sở vật chất của trường còn yếu kém , máy chiếu rất mờ , rất ít khi nhìn rõ được chữ trên slide bài giảng ."
4,giúp biết thêm nhiều kiến thức mới .
1,thầy hay nhăn nhó với sinh viên .
3,"môn mạng học ở phòng wzjwz24 , wifi ở phòng này khá yếu , xài rất chậm ."
4,khá khó hiểu .
3,"nên bố trí cho phòng jack cắm loa cho lab , để khi thầy phát video , hoặc thí nghiệm xử lý âm thanh ra loa , giúp sinh viên tiếp cận thí nghiệm hoặc nội dung video tốt hơn ."
2,có đề cương cơ bản chung .
1,"kiến thức mang tính trừu tượng nhiều , cần hướng dẫn kỹ cho sinh viên ."
3,em đề nghị đổi phòng học .
2,kiến thức rộng .
4,sự thân thiện giúp giảm căng thẳng trong buổi học .
2,cập nhật kiến thức thực tế .
4,rất thực tiễn .
2,bài giảng tạo cảm giác hứng thú và tiếp thu bài tốt .
1,"thầy rất hiền , dạy nhiệt tình , giảng dễ hiểu ."
4,kỹ năng đọc của em còn chưa thể hiện được .
1,ít có tương tác với cô .
3,phòng wzjwz325 thiết bị âm thanh hay xảy ra trục trặc làm gián đoạn buổi học .
4,"thật sự bọn em cũng cạn lời , đành ngậm ngùi mò lên mạng tra search các kiểu hơn một tiếng đồng hồ mới làm được một câu ."
1,"nhiệt tình , giảng kỹ ."
2,cần cung cấp tài liệu cho sinh viên ngay từ đầu .
2,"em cũng như các bạn học chung trong lớp đều thấy phần thực hành cho mỗi buổi như thế là quá nhiều , nhất là các bài thực hành từ 13 trở đi ."
4,giúp sinh viên nâng cao được khả năng lập trình .
4,đến cuối kỳ sẽ đỡ bỡ ngỡ hơn .
2,"nên có những giáo trình hướng dẫn giải bài tập nhiều hơn vì trong trường dường như chỉ có 1 , 2 loại giáo trình bao gồm cả lý thuyết và bài tập chứ không có giáo trình hướng dẫn giải bài tập ."
3,"bổ xung trang thiết bị thực hành thực tiễn cho môn này , không chỉ đơn thuần là thực hành trên máy tính không ."
2,đảm bảo giờ lên lớp đầy đủ cho sinh viên .
4,"bởi chúng em đang đi học , phải học của nhiều môn khác nhau ."
3,thỉnh thoảng có một số máy không khởi động được .
1,tận tâm hướng dẫn sinh viên .
4,"nếu như một người không xem bài "" kỹ "" trước ở nhà ."
1,hay đến trễ .
3,"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn ."
4,tất cả đều tốt .
2,em xin đề xuất thêm những buổi thực hành để nâng cao tầm hiệu quả của môn học .
4,mong phòng phòng thanh tra - pháp chế - đbcl có biện pháp xử lý .
2,nội dung khó hiểu .
3,em mong nhà trường có thể đổi phòng học cho lớp em ạ .
1,giảng bài kém hiệu quả .
3,cung cấp công cụ giảng dạy tốt hơn .
3,đèn và quạt .
2,"nên cho thêm nhiều dạng bài tập của những phần được học ở gần cuối kỳ như chuỗi , cấu trúc ."
1,cô rất có trách nhiệm với sinh viên .
2,"cần cung cấp thêm nhiều tài liệu , cả tiếng việt lẫn tiếng anh ."
4,hình thức điểm danh .
3,"lớp học sạch sẽ , thoáng mát ."
1,"thầy dạy dễ hiểu , nhiệt tình , vui tính ."
2,chủ động trong việc giảng dạy .
1,"thầy wzjwz94 dạy tốt , nhiệt tình và thân thiện với sinh viên , nếu được cho thầy tiếp tục giảng dạy trong các học kỳ tới ."
1,thầy tận tình và đưa ra những video cụ thể giúp sinh viên hiểu sâu và có tầm nhìn trong tương lai của các ngành công nghệ thông tin .
4,không hiểu bài cho lắm .
1,giảng dạy tận tình và chu đáo .
1,giáo viên tận tâm nhiệt tình .
3,"linh kiện , máy tính của trường đã cũ , hư hỏng nhiều mà học phí năm học nào cũng tăng ."
1,cho cực kỳ nhiều bài và cực kỳ khó luôn .
4,đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .
2,"phần bài tập , thực hành rất hay và thiết thực nên được mở rộng , đặt trọng tâm nhiều hơn thì môn học chắc chắn sẽ hoàn hảo ."
1,cô dạy rất nhiệt tình và hay .
4,em thấy đã được .
4,không hợp với cách giảng dạy .
4,còn nhiều chỗ thiếu sót .
3,cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số .
4,"thích ngủ thì ngủ , ngoài ra chả có gì hài lòng ."
1,giảng viên tận tình trong việc giảng dạy và truyền đạt kinh nghiệm .
4,tụi em cũng là người đóng học phí mà .
2,cần thực hành và làm bài tập nhiều hơn nữa .
1,thầy không cho lớp ôn tập nội dung thi ở kỳ kiểm tra giữa kỳ và cả thi cuối kỳ .
2,cái cần đi sâu phân tích nhưng do thời gian và lịch đưa ra nên đành bỏ qua dạy cái mới để kịp chương trình .
1,"giáo viên vui tính , tích cực ."
1,giảng viên không đảm bảo giờ lên lớp và nghỉ mà không thông báo trước làm mất thời gian của sinh viên .
2,môn học hơi khó hiểu nên cập nhật giáo trình .
4,toàn phải đi học ké lớp khác .
3,"phòng thực hành quá bé , bụi bặm , quạt không quay , đề nghị phòng đào tạo chia ca thực hành nếu không sẽ không đủ chỗ ngồi ."
4,không có .
4,hơi khó hiểu chút xíu .
4,cám ơn thầy !
4,chất lượng không tốt .
3,phòng thí nghiệm môn này cần được nâng cấp và mở rộng .
4,nói chung cũng tạm được .
1,"thầy hiền , vui tính , giảng rất hay , cách dạy thầy bắt học sinh làm nhiều bài tập rất quan trọng ."
4,dễ nắm bắt kiến thức để đi thi .
3,"phòng máy chất lượng còn thấp , cấu hình yếu và bị nhiễm virus , một số kit không nhận driver hoặc bị hư , thiếu kit và phòng thực hành còn nhỏ ."
3,"nên cải thiện cơ sở vật chất và thiết bị dạy học , phòng máy chiếu mờ khó theo dõi ."
4,"hiểu biết rõ hơn về các ngành học trong trường , được gặp những giáo viên hướng dẫn giỏi từ các khoa khác nhau ."
4,em thấy học vậy cũng được rồi .
2,cập nhật tài liệu đầy đủ cho sinh viên !
4,đôi chỗ vẫn khó hiểu .
3,"cần cài các phần mềm học tập mới , chính xác ví dụ doubledot visual studio 2010 hoặc 2012 để sinh viên học tập tốt hơn ."
4,"phóng tầm nhìn đi xa hơn , những khó khăn , những kiến thức cần phải học để thành công trên đường đời ."
1,giảng vỉên tận tình .
